WCT-630,10-09-2022,08:51,5396,31
PYC-346,10-09-2022,08:52,6212,30
UBL-060,10-09-2022,08:55,4480,40
KLE-585,10-09-2022,08:55,4507,45
AMP-077,10-09-2022,08:57,4895,47
DJE-898,10-09-2022,09:00,3503,41
KAZ-217,10-09-2022,09:02,3256,46
AXD-588,10-09-2022,09:06,4471,45
MSK-883,10-09-2022,09:09,3252,40
WXG-573,10-09-2022,09:11,3009,45
TWJ-419,10-09-2022,09:11,4811,41
CKD-620,10-09-2022,09:13,4381,41
YVH-614,10-09-2022,09:13,3254,44
XXP-810,10-09-2022,09:15,4946,45
AID-197,10-09-2022,09:16,4934,40
YCQ-749,10-09-2022,09:18,2758,43
XTE-896,10-09-2022,09:18,5300,25
PQH-466,10-09-2022,09:21,3508,47
GVJ-099,10-09-2022,09:22,3437,47
QZZ-338,10-09-2022,09:26,5010,26
CQG-336,10-09-2022,09:27,5535,29
VXF-030,10-09-2022,09:27,5529,29
MKB-994,10-09-2022,09:31,5289,25
VVH-346,10-09-2022,09:32,4641,43
HES-928,10-09-2022,09:33,4676,47
QID-772,10-09-2022,09:36,4519,45
BRY-813,10-09-2022,09:37,4954,41
TMR-099,10-09-2022,09:40,3222,40
RGL-200,10-09-2022,09:41,4872,44
IXW-731,10-09-2022,09:41,4625,42
BJG-017,10-09-2022,09:45,3351,47
FZW-846,10-09-2022,09:49,4701,46
LQV-379,10-09-2022,09:53,5648,32
LYA-065,10-09-2022,09:57,4601,41
JKP-727,10-09-2022,10:00,5662,31
EEC-993,10-09-2022,10:03,4565,45
HID-949,10-09-2022,10:03,4022,45
XCX-272,10-09-2022,10:07,5315,25
ANX-936,10-09-2022,10:09,4843,45
HNL-887,10-09-2022,10:09,3427,43
VTH-636,10-09-2022,10:12,4330,42
XGR-410,10-09-2022,10:12,4660,42
VRZ-472,10-09-2022,10:13,4226,45
WAP-552,10-09-2022,10:14,3364,47
TYG-105,10-09-2022,10:17,3763,41
NGC-206,10-09-2022,10:21,4046,42
DWS-851,10-09-2022,10:23,3576,47
UYP-231,10-09-2022,10:26,4561,43
UZM-550,10-09-2022,10:27,4698,42
SPC-252,10-09-2022,10:28,3950,43
RTD-269,10-09-2022,10:32,4440,42
ZYB-790,10-09-2022,10:32,5624,29
JIT-558,10-09-2022,10:34,4178,42
ASI-130,10-09-2022,10:36,4605,40
TZZ-436,10-09-2022,10:40,3274,45
JKN-456,10-09-2022,10:42,5204,32
ZJC-119,10-09-2022,10:43,4081,43
MPP-138,10-09-2022,10:45,4782,46
EWW-086,10-09-2022,10:48,3715,42
NEX-926,10-09-2022,10:51,4397,42
PMD-872,10-09-2022,10:52,5498,32
XUV-723,10-09-2022,10:52,4558,42
LQZ-643,10-09-2022,10:52,3712,45
PDN-014,10-09-2022,10:52,3497,41
WXX-394,10-09-2022,10:53,4999,47
BAI-626,10-09-2022,10:57,5821,26
KHF-386,10-09-2022,10:59,5139,29
QKL-308,10-09-2022,11:01,4691,46
MOU-685,10-09-2022,11:05,5133,27
CFO-362,10-09-2022,11:07,4841,42
GXW-546,10-09-2022,11:11,4347,43
OJD-771,10-09-2022,11:13,5841,25
BAP-348,10-09-2022,11:13,5370,31
WSP-610,10-09-2022,11:13,3221,44
AQB-390,10-09-2022,11:17,4006,46
EET-381,10-09-2022,11:18,5184,26
YJV-397,10-09-2022,11:18,4978,41
QXS-101,10-09-2022,11:21,5144,29
TTH-041,10-09-2022,11:22,4514,46
FKR-707,10-09-2022,11:26,4268,42
BOF-930,10-09-2022,11:28,4276,45
NAY-835,10-09-2022,11:32,3291,40
RAA-074,10-09-2022,11:34,5023,26
WFP-788,10-09-2022,11:38,4897,46
SVT-036,10-09-2022,11:40,4105,44
LJZ-382,10-09-2022,11:43,5593,29
YQD-337,10-09-2022,11:47,3230,41
ZLQ-420,10-09-2022,11:49,3564,43
KSK-912,10-09-2022,11:52,5539,28
VCZ-245,10-09-2022,11:53,4370,47
BBI-002,10-09-2022,11:55,3016,47
ZIF-478,10-09-2022,11:56,5150,27
SFX-581,10-09-2022,11:56,4772,40
IYS-386,10-09-2022,11:58,3278,47
JQN-648,10-09-2022,11:58,3411,45
LLU-628,10-09-2022,12:02,4205,42
NUU-177,10-09-2022,12:06,3566,42
YVG-052,10-09-2022,12:06,3796,45
DLY-015,10-09-2022,12:09,5410,29
SNL-314,10-09-2022,12:11,3321,47
IUM-822,10-09-2022,12:11,2956,45
SWK-842,10-09-2022,12:11,4806,47
NTN-228,10-09-2022,12:12,5016,25
BNU-694,10-09-2022,12:15,3800,42
XAC-770,10-09-2022,12:19,5199,31
QML-965,10-09-2022,12:21,4737,43
OKI-602,10-09-2022,12:23,3822,47
XJV-900,10-09-2022,12:23,6357,28
YXN-987,10-09-2022,12:24,5776,32
MIX-766,10-09-2022,12:28,3795,41
ENG-976,10-09-2022,12:28,4909,47
QGW-776,10-09-2022,12:29,3628,45
KFH-264,10-09-2022,12:29,3712,42
ILK-801,10-09-2022,12:29,5432,32
DIG-953,10-09-2022,12:29,4782,44
SJW-816,10-09-2022,12:33,3015,45
AWW-252,10-09-2022,12:36,4279,43
DUP-506,10-09-2022,12:40,3176,46
KPV-893,10-09-2022,12:41,5829,31
EUR-664,10-09-2022,12:42,4947,44
APW-550,10-09-2022,12:43,5676,27
AWI-983,10-09-2022,12:47,3903,47
FBH-624,10-09-2022,12:49,4660,46
RMB-776,10-09-2022,12:52,4403,40
LUQ-746,10-09-2022,12:55,3888,42
VJT-751,10-09-2022,12:58,5185,29
XFQ-132,10-09-2022,13:00,4166,46
XCW-160,10-09-2022,13:04,4210,41
LYZ-496,10-09-2022,13:07,5886,31
DPW-747,10-09-2022,13:08,4434,44
ARH-461,10-09-2022,13:08,4219,46
ELO-756,10-09-2022,13:12,5163,25
KTX-850,10-09-2022,13:12,5812,28
LQM-808,10-09-2022,13:13,4828,43
RPM-011,10-09-2022,13:16,4382,40
TNO-091,10-09-2022,13:18,6283,25
PWS-325,10-09-2022,13:19,4775,40
UEZ-680,10-09-2022,13:22,4643,43
IEC-055,10-09-2022,13:25,2890,43
MKJ-674,10-09-2022,13:28,4759,42
UQG-582,10-09-2022,13:31,4484,45
FUG-177,10-09-2022,13:34,3578,41
JCL-972,10-09-2022,13:34,5012,25
CIM-265,10-09-2022,13:35,4569,44
XJL-308,10-09-2022,13:37,3569,47
GKH-678,10-09-2022,13:40,3913,47
AXR-541,10-09-2022,13:42,6279,26
FRQ-047,10-09-2022,13:45,4763,46
OYE-145,10-09-2022,13:47,5004,26
YSK-350,10-09-2022,13:47,4372,44
SOX-320,10-09-2022,13:47,5409,29
UTO-721,10-09-2022,13:51,5882,27
TYY-419,10-09-2022,13:52,3878,43
LKZ-895,10-09-2022,13:52,3978,47
LYG-675,10-09-2022,13:56,4162,45
RXH-350,10-09-2022,14:00,4710,40
NQD-642,10-09-2022,14:02,3703,41
SHX-130,10-09-2022,14:03,5288,26
FFA-273,10-09-2022,14:03,4330,42
OYI-164,10-09-2022,14:03,5161,28
EKX-554,10-09-2022,14:04,3034,42
KKV-194,10-09-2022,14:08,3544,41
CIX-298,10-09-2022,14:11,5104,27
IWY-981,10-09-2022,14:11,4020,46
UGF-574,10-09-2022,14:13,3354,46
NUQ-161,10-09-2022,14:17,4693,41
STO-202,10-09-2022,14:20,6354,32
KOG-735,10-09-2022,14:23,3334,45
DBL-905,10-09-2022,14:25,4331,42
EQT-694,10-09-2022,14:28,3174,40
OWS-242,10-09-2022,14:30,5206,28
DXQ-408,10-09-2022,14:30,4714,46
HBA-287,10-09-2022,14:31,6022,29
LOD-707,10-09-2022,14:32,5695,28
YNY-866,10-09-2022,14:33,4417,43
YIT-659,10-09-2022,14:37,4490,46
MKY-760,10-09-2022,14:41,2790,44
SUI-602,10-09-2022,14:44,5347,27
YAT-726,10-09-2022,14:47,5107,27
SVU-804,10-09-2022,14:50,2928,46
VWU-554,10-09-2022,14:52,4295,43
KIX-537,10-09-2022,14:55,5690,28
WCQ-697,10-09-2022,14:56,3962,43
BAD-570,10-09-2022,14:58,3756,41
XFR-847,10-09-2022,14:59,5317,27
PDI-975,10-09-2022,15:00,3025,46
FIU-324,10-09-2022,15:03,4066,42
PAH-749,10-09-2022,15:07,4401,45
WEQ-543,10-09-2022,15:09,5746,28
QRE-168,10-09-2022,15:11,3604,43
MFP-160,10-09-2022,15:13,3444,40
HDM-100,10-09-2022,15:15,4305,47
QNS-801,10-09-2022,15:18,4350,42
DXB-442,10-09-2022,15:22,4080,43
QWQ-572,10-09-2022,15:24,5358,29
HOQ-040,10-09-2022,15:27,5632,25
MLH-235,10-09-2022,15:31,4099,40
ZGS-992,10-09-2022,15:34,5892,26
PGE-960,10-09-2022,15:38,5294,28
RVQ-854,10-09-2022,15:41,5403,27
SLY-627,10-09-2022,15:41,4933,45
GPD-247,10-09-2022,15:41,5393,25
DNF-779,10-09-2022,15:44,5342,26
MEM-714,10-09-2022,15:45,4072,44
OQN-101,10-09-2022,15:45,5666,29
ROR-336,10-09-2022,15:49,3537,46
CPL-780,10-09-2022,15:50,3857,43
XMD-855,10-09-2022,15:52,3091,45
QIZ-052,10-09-2022,15:53,5702,30
IMI-774,10-09-2022,15:57,5410,25
XJE-204,10-09-2022,16:00,3474,41
HSL-245,10-09-2022,16:04,5077,27
QEQ-835,10-09-2022,16:06,2571,40
RBG-576,10-09-2022,16:10,4547,43
SHG-052,10-09-2022,16:10,4356,47
LXC-933,10-09-2022,16:11,4615,46
GTD-000,10-09-2022,16:14,4510,46
PQZ-508,10-09-2022,16:14,4438,47
TLP-948,10-09-2022,16:16,5349,31
PGV-020,10-09-2022,16:16,4854,44
GHR-993,10-09-2022,16:20,3080,40
EEL-932,10-09-2022,16:23,4382,44
CCO-968,10-09-2022,16:27,3514,47
ZGP-078,10-09-2022,16:27,4115,44
IPU-857,10-09-2022,16:29,4442,45
BZN-969,10-09-2022,16:33,4145,47
VGH-284,10-09-2022,16:33,5780,28
YQJ-962,10-09-2022,16:36,4525,45
TQM-291,10-09-2022,16:39,3049,43
NAL-492,10-09-2022,16:39,3879,42
TQQ-059,10-09-2022,16:43,5243,32
PJF-412,10-09-2022,16:43,6009,27
QNW-153,10-09-2022,16:43,4514,43
DEA-747,10-09-2022,16:44,4389,40
XHX-270,10-09-2022,16:45,4741,40
AVD-638,10-09-2022,16:47,4243,45
WWX-477,10-09-2022,16:48,5881,26
GQK-105,10-09-2022,16:49,5167,32
CZU-973,10-09-2022,16:53,3643,44
YGK-505,10-09-2022,16:57,3974,43
UDN-687,10-09-2022,17:00,4707,40
BXD-565,10-09-2022,17:04,4653,45
PFH-961,10-09-2022,17:06,3655,42
CBG-016,10-09-2022,17:10,3317,47
LRS-999,10-09-2022,17:11,4766,46
JOB-414,10-09-2022,17:11,4133,45
XNM-790,10-09-2022,17:11,4756,40
YOB-892,10-09-2022,17:15,4549,42
ULC-717,10-09-2022,17:16,4534,42
WLY-669,10-09-2022,17:17,4869,41
RGY-175,10-09-2022,17:17,3579,46
CVD-823,10-09-2022,17:20,4537,46
EPX-409,10-09-2022,17:21,5680,29
MOX-050,10-09-2022,17:23,2910,44
ORL-430,10-09-2022,17:25,4879,44
HCO-212,10-09-2022,17:26,3749,46
FGI-887,10-09-2022,17:26,4227,41
AIG-687,10-09-2022,17:29,3104,44
BIY-715,10-09-2022,17:33,5468,29
EEI-081,10-09-2022,17:35,4410,41
CPH-473,10-09-2022,17:36,3755,44
VTD-212,10-09-2022,17:40,5608,31
UNG-994,10-09-2022,17:40,5404,30
IFO-332,10-09-2022,17:43,4318,40
DXN-214,10-09-2022,17:44,3517,47
YPW-243,10-09-2022,17:48,3300,40
BOG-299,10-09-2022,17:49,3275,47
BOM-747,10-09-2022,17:50,3679,44
ICA-090,10-09-2022,17:50,4335,44
ACC-006,10-09-2022,17:52,4531,44
CTE-201,10-09-2022,17:52,5117,31
MIC-227,10-09-2022,17:54,4522,45
JOO-620,10-09-2022,17:56,4433,41
VDG-370,10-09-2022,18:00,3283,44
RGK-822,10-09-2022,18:00,3658,43
OHL-077,10-09-2022,18:02,4225,45
DJS-386,10-09-2022,18:03,3068,44
NZE-656,10-09-2022,18:06,4032,40
ZUI-823,10-09-2022,18:09,3972,46
GYX-735,10-09-2022,18:12,4749,40
NKT-522,10-09-2022,18:13,3487,44
NUU-993,10-09-2022,18:17,5127,26
VUV-875,10-09-2022,18:20,3406,44
HMG-854,10-09-2022,18:23,4885,44
DPM-529,10-09-2022,18:23,5423,31
KZF-270,10-09-2022,18:25,5334,30
PWZ-969,10-09-2022,18:25,4567,47
LPF-807,10-09-2022,18:27,5687,29
XRF-893,10-09-2022,18:31,4312,46
ZLO-766,10-09-2022,18:34,5237,25
KXL-735,10-09-2022,18:34,4509,41
ZOM-247,10-09-2022,18:36,3176,47
LZK-964,10-09-2022,18:37,5769,29
IAZ-775,10-09-2022,18:41,6200,32
YVD-495,10-09-2022,18:43,4458,43
GCW-102,10-09-2022,18:43,4334,47
YUB-192,10-09-2022,18:44,4463,40
HXP-491,10-09-2022,18:45,3341,42
DIB-735,10-09-2022,18:45,4116,44
SBH-902,10-09-2022,18:48,5287,27
RBN-777,10-09-2022,18:48,3587,40
VJM-890,10-09-2022,18:48,4664,42
VZJ-200,10-09-2022,18:50,4052,43
ACB-338,10-09-2022,18:50,5880,30
TLE-213,10-09-2022,18:52,5311,28
VUE-904,10-09-2022,18:53,4836,42
DJE-610,10-09-2022,18:57,4896,42
MFB-756,10-09-2022,18:59,4322,45
SVB-863,10-10-2022,06:03,5088,26
VIR-742,10-10-2022,06:07,4143,43
CYM-715,10-10-2022,06:08,4245,45
GEM-564,10-10-2022,06:12,4775,44
FEY-826,10-10-2022,06:14,3177,42
KDA-885,10-10-2022,06:14,3892,45
QZN-645,10-10-2022,06:17,5362,29
JTJ-155,10-10-2022,06:21,6296,29
OJB-675,10-10-2022,06:22,2575,45
OAC-087,10-10-2022,06:22,3715,47
CSA-377,10-10-2022,06:25,3354,46
TTN-071,10-10-2022,06:27,5024,26
WQT-002,10-10-2022,06:31,5021,29
VBQ-507,10-10-2022,06:33,3722,40
ZHP-891,10-10-2022,06:34,5198,30
CNC-628,10-10-2022,06:37,5107,26
ZHX-745,10-10-2022,06:37,5891,30
THF-490,10-10-2022,06:37,5402,32
QAQ-680,10-10-2022,06:37,4122,43
THN-095,10-10-2022,06:38,4230,46
BHX-600,10-10-2022,06:42,3380,44
CQU-502,10-10-2022,06:44,3137,45
NMT-006,10-10-2022,06:46,4962,42
CBR-181,10-10-2022,06:50,3670,43
ZNL-442,10-10-2022,06:53,5743,32
VST-605,10-10-2022,06:57,3124,42
AOG-380,10-10-2022,06:59,4413,42
HYD-544,10-10-2022,07:03,5831,25
STT-169,10-10-2022,07:06,4359,44
VDP-997,10-10-2022,07:10,5119,29
QAS-335,10-10-2022,07:12,4052,41
PSD-213,10-10-2022,07:15,3934,47
QAG-359,10-10-2022,07:17,4533,45
SXH-795,10-10-2022,07:19,4647,44
MIU-541,10-10-2022,07:19,3962,43
RKM-397,10-10-2022,07:19,3225,46
OIO-299,10-10-2022,07:23,6160,27
BZH-549,10-10-2022,07:26,3453,43
GIB-489,10-10-2022,07:29,3945,47
FRI-553,10-10-2022,07:30,4301,44
QGR-700,10-10-2022,07:32,4316,46
TMV-341,10-10-2022,07:36,5324,27
PDJ-938,10-10-2022,07:39,3883,42
VLQ-184,10-10-2022,07:40,4504,41
WSU-754,10-10-2022,07:40,4371,42
AIB-116,10-10-2022,07:42,3822,44
WBT-546,10-10-2022,07:43,3330,40
BLD-986,10-10-2022,07:46,3756,46
ECC-211,10-10-2022,07:49,4391,42
GWQ-736,10-10-2022,07:49,4561,41
HDG-449,10-10-2022,07:52,3974,43
TAN-380,10-10-2022,07:54,4494,47
HKD-579,10-10-2022,07:55,5187,26
MXM-468,10-10-2022,07:55,3827,41
IHD-191,10-10-2022,07:58,5005,32
XML-817,10-10-2022,08:02,4243,45
ACJ-923,10-10-2022,08:04,5512,30
HCB-692,10-10-2022,08:06,6322,29
YVT-554,10-10-2022,08:08,4144,42
GAA-535,10-10-2022,08:08,2735,46
KKM-321,10-10-2022,08:10,6025,30
DIO-451,10-10-2022,08:11,4786,44
EPE-941,10-10-2022,08:15,4301,41
FAV-419,10-10-2022,08:17,4070,45
BVX-761,10-10-2022,08:20,4020,47
FDC-080,10-10-2022,08:21,4501,47
DNZ-858,10-10-2022,08:23,5290,32
CXF-189,10-10-2022,08:27,4965,45
EHB-099,10-10-2022,08:27,3367,42
CJP-066,10-10-2022,08:30,4625,47
NOQ-809,10-10-2022,08:34,4152,41
KEG-148,10-10-2022,08:34,3929,44
IHQ-772,10-10-2022,08:34,4355,40
ZQC-744,10-10-2022,08:35,3292,46
CVY-166,10-10-2022,08:36,5183,25
PDZ-119,10-10-2022,08:39,5803,29
SUD-915,10-10-2022,08:39,5021,31
AVX-767,10-10-2022,08:42,4705,40
JHM-765,10-10-2022,08:45,3834,47
JSN-692,10-10-2022,08:47,3706,45
JFQ-261,10-10-2022,08:47,4841,40
AYR-659,10-10-2022,08:50,4883,46
ARC-925,10-10-2022,08:51,5406,27
DHZ-533,10-10-2022,08:52,5549,30
PYF-860,10-10-2022,08:54,4924,43
GXN-247,10-10-2022,08:57,5168,31
TGJ-418,10-10-2022,09:01,3184,44
ZZW-481,10-10-2022,09:02,3895,45
VQQ-010,10-10-2022,09:04,3318,42
DDQ-651,10-10-2022,09:08,3586,42
TIW-560,10-10-2022,09:09,5909,28
DAD-328,10-10-2022,09:09,3970,43
ZIK-909,10-10-2022,09:10,4501,46
FBB-713,10-10-2022,09:12,4515,45
IFN-412,10-10-2022,09:16,4017,46
JRG-545,10-10-2022,09:16,6299,26
IRN-796,10-10-2022,09:16,4313,46
TOK-507,10-10-2022,09:18,4149,46
QZR-742,10-10-2022,09:20,3450,42
NXJ-806,10-10-2022,09:21,4990,47
PED-197,10-10-2022,09:21,4578,42
ZQD-431,10-10-2022,09:22,5552,29
JQJ-164,10-10-2022,09:26,4599,40
RWR-540,10-10-2022,09:28,3701,42
QGT-906,10-10-2022,09:31,4515,46
DNK-804,10-10-2022,09:33,4048,47
SBK-900,10-10-2022,09:35,5799,28
DRF-209,10-10-2022,09:36,4163,45
ZBA-161,10-10-2022,09:36,4443,41
MJZ-839,10-10-2022,09:36,5387,27
MEZ-360,10-10-2022,09:40,2794,41
WTA-728,10-10-2022,09:43,4007,45
TFI-419,10-10-2022,09:47,4657,42
XGW-971,10-10-2022,09:51,5144,25
VHX-702,10-10-2022,09:52,5070,26
LTO-701,10-10-2022,09:54,4492,47
CFC-965,10-10-2022,09:56,5904,27
AYT-327,10-10-2022,09:58,3877,45
VAZ-589,10-10-2022,10:01,3132,44
WZR-020,10-10-2022,10:02,4263,41
NVG-894,10-10-2022,10:05,4612,41
CPW-786,10-10-2022,10:06,4263,43
QRS-789,10-10-2022,10:08,4821,47
FKA-193,10-10-2022,10:10,4489,45
YYA-014,10-10-2022,10:13,3809,45
OWD-841,10-10-2022,10:17,5578,28
WAL-328,10-10-2022,10:20,6284,31
TIO-945,10-10-2022,10:21,5917,27
ICB-171,10-10-2022,10:23,4892,45
NXI-502,10-10-2022,10:26,4551,47
HWZ-709,10-10-2022,10:29,3988,43
UJI-143,10-10-2022,10:33,5910,30
QZI-066,10-10-2022,10:35,4077,46
CFY-976,10-10-2022,10:39,4146,41
ZDU-729,10-10-2022,10:41,5035,25
WWL-495,10-10-2022,10:43,4889,44
ZZO-009,10-10-2022,10:46,5540,26
XOE-948,10-10-2022,10:46,4053,40
ORR-398,10-10-2022,10:46,3954,47
QLQ-694,10-10-2022,10:46,3573,44
EFC-006,10-10-2022,10:50,4196,44
HTG-073,10-10-2022,10:50,5384,27
EBP-072,10-10-2022,10:50,3675,43
WKC-680,10-10-2022,10:53,6338,31
EBB-050,10-10-2022,10:56,4326,40
YSD-590,10-10-2022,11:00,4690,40
BOE-751,10-10-2022,11:04,5310,30
AUE-563,10-10-2022,11:05,4403,40
ABM-889,10-10-2022,11:08,5964,28
CGZ-418,10-10-2022,11:10,5171,31
WMU-663,10-10-2022,11:11,3049,45
MBQ-077,10-10-2022,11:13,4404,47
FOO-871,10-10-2022,11:15,5608,32
ISW-904,10-10-2022,11:19,3430,45
ZUM-340,10-10-2022,11:21,4326,43
EZD-632,10-10-2022,11:23,4717,40
MRK-629,10-10-2022,11:25,4439,44
PQY-058,10-10-2022,11:25,5177,29
VXR-490,10-10-2022,11:27,3661,40
EPF-314,10-10-2022,11:31,4465,41
ZAJ-108,10-10-2022,11:32,4140,44
WVH-162,10-10-2022,11:35,5206,29
NRB-402,10-10-2022,11:38,4909,45
XYL-635,10-10-2022,11:38,3934,47
DRZ-943,10-10-2022,11:39,4715,40
GLU-770,10-10-2022,11:39,5923,28
PKM-497,10-10-2022,11:43,6158,29
VKJ-215,10-10-2022,11:43,4078,47
POA-988,10-10-2022,11:44,3384,46
XDJ-992,10-10-2022,11:46,5426,30
QTL-986,10-10-2022,11:50,5838,29
BMN-339,10-10-2022,11:51,3805,47
LWC-883,10-10-2022,11:51,5780,29
EBV-621,10-10-2022,11:55,4017,45
PYJ-274,10-10-2022,11:56,4790,42
OIM-182,10-10-2022,12:00,5969,31
IER-308,10-10-2022,12:00,5062,25
UBQ-317,10-10-2022,12:00,5440,26
MXV-161,10-10-2022,12:03,4213,47
MVX-047,10-10-2022,12:03,4084,44
LLK-919,10-10-2022,12:05,5309,30
YAE-756,10-10-2022,12:05,4748,41
OFI-332,10-10-2022,12:07,4567,41
SPL-456,10-10-2022,12:07,4753,45
VPK-041,10-10-2022,12:10,5186,26
VSZ-538,10-10-2022,12:12,4239,43
LOJ-844,10-10-2022,12:16,3727,45
XPO-796,10-10-2022,12:16,2950,47
LDP-285,10-10-2022,12:19,4587,41
PVH-855,10-10-2022,12:21,3085,44
WNP-861,10-10-2022,12:22,4858,40
MMZ-351,10-10-2022,12:22,5099,28
RUG-080,10-10-2022,12:22,4531,45
AYH-387,10-10-2022,12:23,3201,45
RGS-125,10-10-2022,12:27,4187,47
ZIB-281,10-10-2022,12:29,2948,45
GBJ-914,10-10-2022,12:31,3758,47
BMS-732,10-10-2022,12:35,5626,28
NSL-705,10-10-2022,12:35,5006,27
VQP-504,10-10-2022,12:36,4343,42
IJM-200,10-10-2022,12:37,6324,26
TRV-423,10-10-2022,12:38,3182,43
LCD-035,10-10-2022,12:40,4190,47
QPE-512,10-10-2022,12:42,2808,47
BTS-897,10-10-2022,12:45,4132,42
TLC-856,10-10-2022,12:46,5624,29
VVD-701,10-10-2022,12:47,4788,45
CYG-063,10-10-2022,12:51,4604,41
PGK-114,10-10-2022,12:55,5603,29
BYJ-799,10-10-2022,12:58,4667,41
WOB-743,10-10-2022,12:58,3526,44
JBI-661,10-10-2022,12:58,3874,40
QGU-750,10-10-2022,13:01,4614,46
UFM-106,10-10-2022,13:05,4703,42
BUH-189,10-10-2022,13:08,5413,28
MXJ-766,10-10-2022,13:10,3875,40
ILT-084,10-10-2022,13:14,4203,43
IGZ-539,10-10-2022,13:14,5535,25
AUC-138,10-10-2022,13:17,3985,47
YVP-587,10-10-2022,13:18,4081,42
SMK-246,10-10-2022,13:21,3495,45
HAP-764,10-10-2022,13:22,4212,43
DCS-836,10-10-2022,13:23,4460,40
VUM-262,10-10-2022,13:26,4414,40
WFP-387,10-10-2022,13:28,4301,43
XGP-639,10-10-2022,13:30,5705,27
VBA-990,10-10-2022,13:34,6126,30
MQE-191,10-10-2022,13:34,3326,47
CVP-052,10-10-2022,13:38,4502,45
BIO-164,10-10-2022,13:39,3663,41
VLD-486,10-10-2022,13:39,3933,40
DCP-526,10-10-2022,13:41,2809,41
ODJ-695,10-10-2022,13:41,3985,40
PTT-212,10-10-2022,13:45,4040,44
